n,t_seconds,measured_value
3606,0.3606,4.9877
3607,0.3607,4.9854
3608,0.3608,4.9958
3609,0.3609,4.9745
3610,0.361,4.9971
3611,0.3611,4.9982
3612,0.3612,4.9796
3613,0.3613,4.987
3614,0.3614,4.9835
3615,0.3615,5.01
3616,0.3616,4.9585
3617,0.3617,4.9912
3618,0.3618,4.9715
3619,0.3619,4.9899
3620,0.362,5.0091
3621,0.3621,4.987
3622,0.3622,4.9985
3623,0.3623,4.9838
3624,0.3624,5.0255
3625,0.3625,5.0101
3626,0.3626,5.0134
3627,0.3627,4.9765
3628,0.3628,4.98
3629,0.3629,5.0127
3630,0.363,4.9936
3631,0.3631,4.9926
3632,0.3632,5.0015
3633,0.3633,4.9777
3634,0.3634,5.0081
3635,0.3635,4.9968
3636,0.3636,5.0037
3637,0.3637,4.9865
3638,0.3638,5.0042
3639,0.3639,4.986
3640,0.364,5.0109
3641,0.3641,5.0135
3642,0.3642,5.0102
3643,0.3643,5.0043
3644,0.3644,5.0061
3645,0.3645,4.956
3646,0.3646,5.0091
3647,0.3647,4.9925
3648,0.3648,4.998
3649,0.3649,4.9924
3650,0.365,4.9758
3651,0.3651,4.9885
3652,0.3652,5.0065
3653,0.3653,5.0179
3654,0.3654,4.9873
3655,0.3655,4.9831
3656,0.3656,5.0184
3657,0.3657,4.9834
3658,0.3658,5.0278
3659,0.3659,4.9974
3660,0.366,4.9834
3661,0.3661,5.0115
3662,0.3662,5.0221
3663,0.3663,4.9752
3664,0.3664,5.0201
3665,0.3665,4.9925
3666,0.3666,5.019
3667,0.3667,4.991
3668,0.3668,4.9731
3669,0.3669,5.0043
3670,0.367,5.0107
3671,0.3671,5.0282
3672,0.3672,5.0226
3673,0.3673,5.0072
3674,0.3674,4.9932
3675,0.3675,4.989
3676,0.3676,4.9924
3677,0.3677,4.9843
3678,0.3678,4.9927
3679,0.3679,4.9586
3680,0.368,4.9995
3681,0.3681,4.9964
3682,0.3682,5.0353
3683,0.3683,5.0082
3684,0.3684,4.9896
3685,0.3685,5.0053
3686,0.3686,4.9785
3687,0.3687,4.9878
3688,0.3688,4.9689
3689,0.3689,5.0184
3690,0.369,5.0058
3691,0.3691,4.9793
3692,0.3692,4.996
3693,0.3693,5.0111
3694,0.3694,5.0043
3695,0.3695,5.0026
3696,0.3696,4.9841
3697,0.3697,4.9874
3698,0.3698,4.9984
3699,0.3699,5.0107
3700,0.37,4.9845
3701,0.3701,4.9801
3702,0.3702,5.0141
3703,0.3703,4.983
3704,0.3704,5.0131
3705,0.3705,5.0006
3706,0.3706,5.0102
3707,0.3707,5.0232
3708,0.3708,5.0073
3709,0.3709,5.0086
3710,0.371,4.9832
3711,0.3711,4.9866
3712,0.3712,5.0067
3713,0.3713,5.02
3714,0.3714,5.0179
3715,0.3715,5.0318
3716,0.3716,5.0017
3717,0.3717,5.0001
3718,0.3718,5.0121
3719,0.3719,4.9973
3720,0.372,4.9961
3721,0.3721,4.9814
3722,0.3722,5.0119
3723,0.3723,4.981
3724,0.3724,5.0048
3725,0.3725,4.9758
3726,0.3726,5.0135
3727,0.3727,4.9817
3728,0.3728,5.0098
3729,0.3729,4.9733
3730,0.373,4.9905
3731,0.3731,5.0148
3732,0.3732,4.9851
3733,0.3733,4.9981
3734,0.3734,4.99
3735,0.3735,4.9625
3736,0.3736,5.0018
3737,0.3737,5.0036
3738,0.3738,4.9806
3739,0.3739,5.0058
3740,0.374,4.9852
3741,0.3741,4.9821
3742,0.3742,4.9973
3743,0.3743,4.987
3744,0.3744,5.0316
3745,0.3745,4.9739
3746,0.3746,5.0083
3747,0.3747,5.0121
3748,0.3748,4.9675
3749,0.3749,4.9712
3750,0.375,5.0057
3751,0.3751,4.99
3752,0.3752,5.003
3753,0.3753,5.0143
3754,0.3754,4.9917
3755,0.3755,4.9813
3756,0.3756,4.9563
3757,0.3757,5.0003
3758,0.3758,4.9833
3759,0.3759,5.002
3760,0.376,5.0008
3761,0.3761,4.9765
3762,0.3762,5.0232
3763,0.3763,5.0136
3764,0.3764,5.01
3765,0.3765,4.9795
3766,0.3766,4.9912
3767,0.3767,4.9891
3768,0.3768,4.9911
3769,0.3769,4.9805
3770,0.377,5.0039
3771,0.3771,5.0008
3772,0.3772,5.0028
3773,0.3773,4.9898
3774,0.3774,5.0167
3775,0.3775,5.0002
3776,0.3776,4.9563
3777,0.3777,4.9878
3778,0.3778,4.9965
3779,0.3779,5.0119
3780,0.378,4.9929
3781,0.3781,4.9936
3782,0.3782,4.9875
3783,0.3783,5.0074
3784,0.3784,4.9907
3785,0.3785,4.9884
3786,0.3786,4.9863
3787,0.3787,5.0058
3788,0.3788,4.9894
3789,0.3789,4.9723
3790,0.379,5.0068
3791,0.3791,4.9869
3792,0.3792,5.0028
3793,0.3793,5.0031
3794,0.3794,5.0155
3795,0.3795,5.0131
3796,0.3796,4.9889
3797,0.3797,4.995
3798,0.3798,4.9781
3799,0.3799,5.0227
3800,0.38,5.0041
3801,0.3801,5.0184
3802,0.3802,4.9927
3803,0.3803,4.9668
3804,0.3804,5.0205
3805,0.3805,4.9989
3806,0.3806,4.9995
3807,0.3807,4.9984
3808,0.3808,5.0072
3809,0.3809,5.0055
3810,0.381,4.9737
3811,0.3811,5.0139
3812,0.3812,4.9896
3813,0.3813,4.9906
3814,0.3814,5.0235
3815,0.3815,5.0114
3816,0.3816,4.9925
3817,0.3817,4.9697
3818,0.3818,5.0
3819,0.3819,5.0057
3820,0.382,4.9964
3821,0.3821,4.9789
3822,0.3822,4.9857
3823,0.3823,4.9788
3824,0.3824,5.0008
3825,0.3825,5.0099
3826,0.3826,5.013
3827,0.3827,4.9866
3828,0.3828,5.0012
3829,0.3829,5.0059
3830,0.383,4.99
3831,0.3831,4.9954
3832,0.3832,5.0295
3833,0.3833,5.0007
3834,0.3834,5.0109
3835,0.3835,4.9911
3836,0.3836,4.9983
3837,0.3837,4.972
3838,0.3838,4.9973
3839,0.3839,5.0156
3840,0.384,5.0292
3841,0.3841,5.0156
3842,0.3842,5.008
3843,0.3843,4.9985
3844,0.3844,4.9887
3845,0.3845,4.9953
3846,0.3846,5.0069
3847,0.3847,4.9859
3848,0.3848,5.0117
3849,0.3849,4.983
3850,0.385,4.971
3851,0.3851,4.9826
3852,0.3852,4.9728
3853,0.3853,4.9772
3854,0.3854,5.0147
3855,0.3855,4.9948
3856,0.3856,5.001
3857,0.3857,5.0151
3858,0.3858,5.0167
3859,0.3859,4.9902
3860,0.386,5.0177
3861,0.3861,5.0036
3862,0.3862,4.9978
3863,0.3863,5.0044
3864,0.3864,4.9764
3865,0.3865,4.986
3866,0.3866,4.9962
3867,0.3867,5.007
3868,0.3868,4.9922
3869,0.3869,4.9959
3870,0.387,5.0124
3871,0.3871,5.019
3872,0.3872,5.0093
3873,0.3873,5.0169
3874,0.3874,4.9918
3875,0.3875,4.9932
3876,0.3876,5.0026
3877,0.3877,4.9933
3878,0.3878,4.9903
3879,0.3879,5.0226
3880,0.388,4.9949
3881,0.3881,4.9834
3882,0.3882,5.0052
3883,0.3883,5.0254
3884,0.3884,4.9991
3885,0.3885,5.0164
3886,0.3886,4.9913
3887,0.3887,4.9905
3888,0.3888,4.9876
3889,0.3889,4.9958
3890,0.389,5.0255
3891,0.3891,4.9806
3892,0.3892,5.0225
3893,0.3893,4.9828
3894,0.3894,4.9944
3895,0.3895,5.0105
3896,0.3896,5.0074
3897,0.3897,5.0022
3898,0.3898,4.9732
3899,0.3899,5.0034
3900,0.39,4.9826
3901,0.3901,5.0365
3902,0.3902,4.9948
3903,0.3903,5.0008
3904,0.3904,4.9808
3905,0.3905,4.9908
3906,0.3906,4.9786
3907,0.3907,5.0127
3908,0.3908,4.9941
3909,0.3909,5.0064
3910,0.391,4.9877
3911,0.3911,4.9905
3912,0.3912,5.0173
3913,0.3913,4.9834
3914,0.3914,4.971
3915,0.3915,5.0041
3916,0.3916,4.9809
3917,0.3917,4.9914
3918,0.3918,5.0117
3919,0.3919,4.9857
3920,0.392,5.0112
3921,0.3921,4.9878
3922,0.3922,5.0204
3923,0.3923,5.0179
3924,0.3924,4.991
3925,0.3925,4.9949
3926,0.3926,4.9856
3927,0.3927,5.0011
3928,0.3928,5.0153
3929,0.3929,4.9764
3930,0.393,5.0118
3931,0.3931,4.9782
3932,0.3932,4.9852
3933,0.3933,4.9713
3934,0.3934,5.0297
3935,0.3935,4.999
3936,0.3936,5.0018
3937,0.3937,4.988
3938,0.3938,5.0141
3939,0.3939,4.9666
3940,0.394,4.9985
3941,0.3941,5.0312
3942,0.3942,4.9924
3943,0.3943,4.9984
3944,0.3944,5.0082
3945,0.3945,4.986
3946,0.3946,4.9985
3947,0.3947,5.0126
3948,0.3948,5.0011
3949,0.3949,5.0037
3950,0.395,4.9929
3951,0.3951,5.0029
3952,0.3952,4.999
3953,0.3953,5.02
3954,0.3954,5.009
3955,0.3955,4.9945
3956,0.3956,4.9615
3957,0.3957,5.0089
3958,0.3958,5.0095
3959,0.3959,4.9844
3960,0.396,4.9682
3961,0.3961,4.9811
3962,0.3962,5.0121
3963,0.3963,4.9822
3964,0.3964,4.9913
3965,0.3965,5.0015
3966,0.3966,5.0166
3967,0.3967,4.9979
3968,0.3968,4.9967
3969,0.3969,4.99
3970,0.397,5.0227
3971,0.3971,5.0142
3972,0.3972,4.9968
3973,0.3973,4.9773
3974,0.3974,4.9864
3975,0.3975,5.0069
3976,0.3976,4.9874
3977,0.3977,5.0116
3978,0.3978,5.0037
3979,0.3979,5.0026
3980,0.398,5.0081
3981,0.3981,5.0057
3982,0.3982,4.9854
3983,0.3983,4.9934
3984,0.3984,5.0334
3985,0.3985,4.9802
3986,0.3986,4.9912
3987,0.3987,5.0143
3988,0.3988,4.9959
3989,0.3989,4.9861
3990,0.399,4.9784
3991,0.3991,5.0063
3992,0.3992,5.0136
3993,0.3993,5.0193
3994,0.3994,4.9991
3995,0.3995,5.014
3996,0.3996,4.9828
3997,0.3997,5.0008
3998,0.3998,4.9882
3999,0.3999,5.0009
4000,0.4,5.0096
4001,0.4001,5.0144
4002,0.4002,4.9835
4003,0.4003,5.0173
4004,0.4004,4.9912
4005,0.4005,4.983
4006,0.4006,4.9958
4007,0.4007,4.9764
4008,0.4008,4.9984
4009,0.4009,5.0027
4010,0.401,4.9954
4011,0.4011,5.0064
4012,0.4012,4.9936
4013,0.4013,4.9984
4014,0.4014,4.9768
4015,0.4015,4.999
4016,0.4016,4.9856
4017,0.4017,4.9916
4018,0.4018,4.997
4019,0.4019,5.0012
4020,0.402,4.9737
4021,0.4021,4.9749
4022,0.4022,4.9939
4023,0.4023,5.0055
4024,0.4024,5.0038
4025,0.4025,5.0118
4026,0.4026,5.0179
4027,0.4027,5.0059
4028,0.4028,4.9981
4029,0.4029,4.9829
4030,0.403,4.9842
4031,0.4031,4.9914
4032,0.4032,5.0024
4033,0.4033,5.0017
4034,0.4034,4.9985
4035,0.4035,4.9961
4036,0.4036,5.0079
4037,0.4037,5.0016
4038,0.4038,5.0029
4039,0.4039,5.0031
4040,0.404,4.9903
4041,0.4041,4.983
4042,0.4042,5.0058
4043,0.4043,5.0047
4044,0.4044,4.9952
4045,0.4045,4.9922
4046,0.4046,5.0326
4047,0.4047,4.9871
4048,0.4048,4.9952
4049,0.4049,5.0025
4050,0.405,4.9812
4051,0.4051,5.0002
4052,0.4052,5.0255
4053,0.4053,5.0125
4054,0.4054,5.008
4055,0.4055,5.0074
4056,0.4056,5.0002
4057,0.4057,5.0129
4058,0.4058,4.9962
4059,0.4059,4.9922
4060,0.406,5.0
4061,0.4061,5.0121
4062,0.4062,5.0035
4063,0.4063,5.0086
4064,0.4064,4.9682
4065,0.4065,5.0164
4066,0.4066,5.0336
4067,0.4067,5.0186
4068,0.4068,4.9938
4069,0.4069,4.9858
4070,0.407,5.0027
4071,0.4071,4.9837
4072,0.4072,5.0094
4073,0.4073,4.9907
4074,0.4074,5.013
4075,0.4075,5.019
4076,0.4076,4.9681
4077,0.4077,5.003
4078,0.4078,4.9881
4079,0.4079,4.9774
4080,0.408,4.9893
4081,0.4081,4.9953
4082,0.4082,5.0141
4083,0.4083,4.9758
4084,0.4084,5.0143
4085,0.4085,5.0289
4086,0.4086,5.0075
4087,0.4087,5.0068
4088,0.4088,4.9984
4089,0.4089,4.981
4090,0.409,5.0066
4091,0.4091,5.0044
4092,0.4092,5.0096
4093,0.4093,5.0371
4094,0.4094,5.0095
4095,0.4095,5.005
4096,0.4096,5.022
4097,0.4097,4.9784
4098,0.4098,4.9815
4099,0.4099,4.993
4100,0.41,4.9888
4101,0.4101,5.009
4102,0.4102,4.9939
4103,0.4103,5.0247
4104,0.4104,5.0214
4105,0.4105,5.0102
4106,0.4106,4.9929
4107,0.4107,5.0079
4108,0.4108,5.0108
4109,0.4109,4.9827
4110,0.411,5.0039
4111,0.4111,5.0092
4112,0.4112,5.0019
4113,0.4113,5.0222
4114,0.4114,5.0169
4115,0.4115,4.9863
4116,0.4116,5.0005
4117,0.4117,4.9861
4118,0.4118,5.0074
4119,0.4119,4.9857
4120,0.412,5.0125
4121,0.4121,5.0045
4122,0.4122,5.0132
4123,0.4123,4.9965
4124,0.4124,4.9768
4125,0.4125,5.0252
4126,0.4126,4.9961
4127,0.4127,5.0193
4128,0.4128,5.0052
4129,0.4129,5.0088
4130,0.413,5.0262
4131,0.4131,5.0038
4132,0.4132,5.0197
4133,0.4133,4.9764
4134,0.4134,5.0118
4135,0.4135,4.9951
4136,0.4136,4.9967
4137,0.4137,4.9989
4138,0.4138,5.0039
4139,0.4139,5.0236
4140,0.414,4.9709
4141,0.4141,4.9994
4142,0.4142,4.988
4143,0.4143,5.0162
4144,0.4144,4.9924
4145,0.4145,5.0056
4146,0.4146,4.9928
4147,0.4147,5.0088
4148,0.4148,5.014
4149,0.4149,4.9928
4150,0.415,4.9995
4151,0.4151,4.9775
4152,0.4152,5.0033
4153,0.4153,5.0116
4154,0.4154,4.9904
4155,0.4155,5.0156
4156,0.4156,4.9677
4157,0.4157,4.971
4158,0.4158,4.978
4159,0.4159,4.9915
4160,0.416,4.9991
4161,0.4161,4.9976
4162,0.4162,4.9978
4163,0.4163,5.0096
4164,0.4164,4.9917
4165,0.4165,4.9798
4166,0.4166,4.9801
4167,0.4167,5.0305
4168,0.4168,4.9635
4169,0.4169,4.9962
4170,0.417,5.0207
4171,0.4171,5.0061
4172,0.4172,4.9864
4173,0.4173,4.9988
4174,0.4174,5.0118
4175,0.4175,5.0169
4176,0.4176,4.9853
4177,0.4177,5.0102
4178,0.4178,5.0026
4179,0.4179,5.0154
4180,0.418,5.0197
4181,0.4181,4.9937
4182,0.4182,4.9771
4183,0.4183,5.0048
4184,0.4184,5.0255
4185,0.4185,5.0091
4186,0.4186,5.0023
4187,0.4187,5.0349
4188,0.4188,4.9832
4189,0.4189,5.0124
4190,0.419,4.9903
4191,0.4191,4.9996
4192,0.4192,5.0002
4193,0.4193,5.0216
4194,0.4194,4.9848
4195,0.4195,4.9908
4196,0.4196,4.975
4197,0.4197,5.0062
4198,0.4198,4.992
4199,0.4199,5.0052
4200,0.42,4.9828
4201,0.4201,4.9935
4202,0.4202,5.0145
4203,0.4203,4.9963
4204,0.4204,5.0083
4205,0.4205,5.0068
4206,0.4206,4.9936
4207,0.4207,4.9755
4208,0.4208,5.0137
4209,0.4209,5.0015
4210,0.421,5.0136
4211,0.4211,4.9687
4212,0.4212,4.9741
4213,0.4213,4.9668
4214,0.4214,4.9858
4215,0.4215,5.0145
4216,0.4216,5.0074
4217,0.4217,4.9984
4218,0.4218,5.0009
4219,0.4219,5.0103
4220,0.422,4.9944
4221,0.4221,5.0049
4222,0.4222,5.001
4223,0.4223,4.9661
4224,0.4224,4.9932
4225,0.4225,5.0193
4226,0.4226,4.993
4227,0.4227,4.9968
4228,0.4228,4.9898
4229,0.4229,4.9917
4230,0.423,5.0158
4231,0.4231,4.9949
4232,0.4232,4.9836
4233,0.4233,4.9523
4234,0.4234,4.9904
4235,0.4235,4.9694
4236,0.4236,4.9716
4237,0.4237,5.0109
4238,0.4238,5.0096
4239,0.4239,4.9702
4240,0.424,5.0117
4241,0.4241,5.0059
4242,0.4242,4.9872
4243,0.4243,5.01
4244,0.4244,4.9746
4245,0.4245,4.9809
4246,0.4246,4.9774
4247,0.4247,4.9823
4248,0.4248,5.0122
4249,0.4249,4.979
4250,0.425,4.9817
4251,0.4251,4.9847
4252,0.4252,5.0019
4253,0.4253,4.9939
4254,0.4254,5.0119
4255,0.4255,4.9883
4256,0.4256,4.9797
4257,0.4257,4.9914
4258,0.4258,4.9995
4259,0.4259,4.985
4260,0.426,5.0031
4261,0.4261,5.0262
4262,0.4262,4.9902
4263,0.4263,4.9996
4264,0.4264,5.0192
4265,0.4265,4.9891
4266,0.4266,4.9861
4267,0.4267,4.9824
4268,0.4268,5.0048
4269,0.4269,5.0065
4270,0.427,4.9966
4271,0.4271,4.9994
4272,0.4272,5.0179
4273,0.4273,5.0118
4274,0.4274,4.9777
4275,0.4275,4.9986
4276,0.4276,5.0003
4277,0.4277,5.0095
4278,0.4278,4.9953
4279,0.4279,4.989
4280,0.428,4.9918
4281,0.4281,4.972
4282,0.4282,4.9983
4283,0.4283,4.9897
4284,0.4284,5.0056
4285,0.4285,4.9832
4286,0.4286,4.9921
4287,0.4287,4.9839
4288,0.4288,4.9826
4289,0.4289,5.0091
4290,0.429,4.9916
4291,0.4291,5.0052
4292,0.4292,4.9818
4293,0.4293,5.0
4294,0.4294,4.9732
4295,0.4295,4.9913
4296,0.4296,4.991
4297,0.4297,5.0072
4298,0.4298,5.0012
4299,0.4299,4.9959
4300,0.43,5.011
4301,0.4301,5.0013
4302,0.4302,5.0065
4303,0.4303,5.0099
4304,0.4304,4.9975
4305,0.4305,4.994
4306,0.4306,5.0033
4307,0.4307,4.9922
4308,0.4308,5.0042
4309,0.4309,5.015
4310,0.431,5.0112
4311,0.4311,4.9927
4312,0.4312,4.9792
4313,0.4313,4.9976
4314,0.4314,4.9965
4315,0.4315,5.015
4316,0.4316,4.9927
4317,0.4317,4.9953
4318,0.4318,5.0094
4319,0.4319,4.9913
4320,0.432,4.996
4321,0.4321,5.0241
4322,0.4322,5.0207
4323,0.4323,5.0078
4324,0.4324,5.0024
4325,0.4325,4.9839
4326,0.4326,5.0068
4327,0.4327,4.9993
4328,0.4328,5.0017
4329,0.4329,4.9907
4330,0.433,4.9982
4331,0.4331,4.9957
4332,0.4332,5.0032
4333,0.4333,5.0198
4334,0.4334,5.0038
4335,0.4335,4.9736
4336,0.4336,4.9839
4337,0.4337,4.9747
4338,0.4338,4.9866
4339,0.4339,5.0068
4340,0.434,5.0044
4341,0.4341,4.9895
4342,0.4342,5.0024
4343,0.4343,4.9871
4344,0.4344,4.9772
4345,0.4345,4.9774
4346,0.4346,4.9856
4347,0.4347,5.0197
4348,0.4348,4.9784
4349,0.4349,5.0171
4350,0.435,5.0183
4351,0.4351,4.9957
4352,0.4352,4.9977
4353,0.4353,4.9893
4354,0.4354,4.9981
4355,0.4355,5.0083
4356,0.4356,4.9986
4357,0.4357,5.0134
4358,0.4358,5.0162
4359,0.4359,5.0036
4360,0.436,5.0033
4361,0.4361,4.9975
4362,0.4362,5.0036
4363,0.4363,4.9817
4364,0.4364,5.0045
4365,0.4365,5.0015
4366,0.4366,4.9855
4367,0.4367,5.0306
4368,0.4368,4.9839
4369,0.4369,4.9854
4370,0.437,5.0026
4371,0.4371,4.9694
4372,0.4372,4.9866
4373,0.4373,4.9756
4374,0.4374,4.984
4375,0.4375,4.9964
4376,0.4376,5.0032
4377,0.4377,5.0149
4378,0.4378,5.0105
4379,0.4379,5.0162
4380,0.438,5.0072
4381,0.4381,4.9914
4382,0.4382,5.0151
4383,0.4383,4.9911
4384,0.4384,4.9892
4385,0.4385,5.0213
4386,0.4386,5.0102
4387,0.4387,5.0017
4388,0.4388,5.0097
4389,0.4389,5.0116
4390,0.439,4.978
4391,0.4391,4.997
4392,0.4392,4.9807
4393,0.4393,5.0002
4394,0.4394,4.9884
4395,0.4395,5.0188
4396,0.4396,5.0062
4397,0.4397,4.9863
4398,0.4398,4.9981
4399,0.4399,4.9803
4400,0.44,4.999
4401,0.4401,5.0066
4402,0.4402,5.0024
4403,0.4403,4.9695
4404,0.4404,4.9934
4405,0.4405,5.006
4406,0.4406,5.003
4407,0.4407,5.0158
4408,0.4408,4.9791
4409,0.4409,5.0063
4410,0.441,4.9887
4411,0.4411,5.0013
4412,0.4412,5.0045
4413,0.4413,5.0087
4414,0.4414,4.9898
4415,0.4415,5.0012
4416,0.4416,4.9809
4417,0.4417,4.9773
4418,0.4418,5.0067
4419,0.4419,4.9976
4420,0.442,4.9741
4421,0.4421,4.9857
4422,0.4422,4.9987
4423,0.4423,5.0217
4424,0.4424,5.0141
4425,0.4425,5.0104
4426,0.4426,4.9716
4427,0.4427,4.997
4428,0.4428,5.0056
4429,0.4429,5.0043
4430,0.443,5.0047
4431,0.4431,4.9949
4432,0.4432,5.0248
4433,0.4433,5.0206
4434,0.4434,4.997
4435,0.4435,4.9837
4436,0.4436,5.0292
4437,0.4437,4.9901
4438,0.4438,5.0164
4439,0.4439,5.0271
4440,0.444,4.9843
4441,0.4441,5.0028
4442,0.4442,4.9932
4443,0.4443,5.0062
4444,0.4444,5.0032
4445,0.4445,5.0276
4446,0.4446,5.0073
4447,0.4447,4.9983
4448,0.4448,5.0153
4449,0.4449,4.9944
4450,0.445,4.993
4451,0.4451,5.032
4452,0.4452,4.9861
4453,0.4453,4.9911
4454,0.4454,4.9991
4455,0.4455,4.9826
4456,0.4456,4.9668
4457,0.4457,5.0143
4458,0.4458,4.9867
4459,0.4459,4.9903
4460,0.446,4.9929
4461,0.4461,4.9837
4462,0.4462,4.9823
4463,0.4463,5.0009
4464,0.4464,5.0344
4465,0.4465,5.0095
4466,0.4466,5.0097
4467,0.4467,4.9759
4468,0.4468,4.9981
4469,0.4469,4.9807
4470,0.447,5.01
4471,0.4471,4.995
4472,0.4472,4.999
4473,0.4473,4.9971
4474,0.4474,4.9897
4475,0.4475,4.9756
4476,0.4476,5.0072
4477,0.4477,4.9777
4478,0.4478,4.9808
4479,0.4479,4.994
4480,0.448,4.9879
4481,0.4481,5.0024
4482,0.4482,5.0136
4483,0.4483,5.0022
4484,0.4484,5.0014
4485,0.4485,4.9988
4486,0.4486,5.0114
4487,0.4487,4.9708
4488,0.4488,5.004
4489,0.4489,4.9845
4490,0.449,4.98
4491,0.4491,4.9986
4492,0.4492,4.9927
4493,0.4493,5.0072
4494,0.4494,5.015
4495,0.4495,4.9636
4496,0.4496,4.9974
4497,0.4497,5.0279
4498,0.4498,5.0115
4499,0.4499,5.0202
4500,0.45,5.0
4501,0.4501,4.977
4502,0.4502,4.9816
4503,0.4503,5.0092
4504,0.4504,5.0129
4505,0.4505,4.9875
4506,0.4506,4.9945
4507,0.4507,5.0024
4508,0.4508,4.9723
4509,0.4509,4.9933
4510,0.451,5.0228
4511,0.4511,5.0313
4512,0.4512,4.9969
4513,0.4513,5.026
4514,0.4514,4.9906
4515,0.4515,4.9864
4516,0.4516,4.9649
4517,0.4517,5.0129
4518,0.4518,4.9929
4519,0.4519,5.0336
4520,0.452,5.0035
4521,0.4521,5.0014
4522,0.4522,4.9714
4523,0.4523,5.021
4524,0.4524,4.9931
4525,0.4525,4.9961
4526,0.4526,4.9654
4527,0.4527,5.0124
4528,0.4528,5.0134
4529,0.4529,4.9895
4530,0.453,4.9999
4531,0.4531,5.0044
4532,0.4532,5.013
4533,0.4533,5.0001
4534,0.4534,5.0244
4535,0.4535,4.9949
4536,0.4536,4.9895
4537,0.4537,4.9916
4538,0.4538,4.9605
4539,0.4539,4.9865
4540,0.454,5.0137
4541,0.4541,5.0026
4542,0.4542,4.9863
4543,0.4543,5.0038
4544,0.4544,4.9683
4545,0.4545,4.9943
4546,0.4546,5.0065
4547,0.4547,5.0091
4548,0.4548,4.987
4549,0.4549,5.0123
4550,0.455,5.0267
4551,0.4551,4.9922
4552,0.4552,5.0097
4553,0.4553,4.9753
4554,0.4554,4.9692
4555,0.4555,5.0078
4556,0.4556,4.9993
4557,0.4557,5.0016
4558,0.4558,4.9899
4559,0.4559,4.9942
4560,0.456,5.0108
4561,0.4561,5.0244
4562,0.4562,4.9954
4563,0.4563,4.9739
4564,0.4564,5.0178
4565,0.4565,5.0077
4566,0.4566,5.0089
4567,0.4567,5.0014
4568,0.4568,5.0335
4569,0.4569,4.9998
4570,0.457,5.0064
4571,0.4571,4.9709
4572,0.4572,4.99
4573,0.4573,4.9884
4574,0.4574,4.9983
4575,0.4575,5.0039
4576,0.4576,4.9875
4577,0.4577,5.0247
4578,0.4578,4.9827
4579,0.4579,4.9919
4580,0.458,5.0023
4581,0.4581,4.9799
4582,0.4582,5.0073
4583,0.4583,5.0082
4584,0.4584,4.9943
4585,0.4585,5.0274
4586,0.4586,4.9999
4587,0.4587,5.0029
4588,0.4588,4.9843
4589,0.4589,4.9736
4590,0.459,4.9892
4591,0.4591,4.9939
4592,0.4592,4.9919
4593,0.4593,5.0103
4594,0.4594,4.9629
4595,0.4595,4.9817
4596,0.4596,4.9713
4597,0.4597,5.0189
4598,0.4598,4.9902
4599,0.4599,4.991
4600,0.46,4.9822
4601,0.4601,5.0122
4602,0.4602,4.9926
4603,0.4603,5.0021
4604,0.4604,4.9682
4605,0.4605,5.0163
4606,0.4606,5.0047
4607,0.4607,5.007
4608,0.4608,5.0173
4609,0.4609,4.9958
4610,0.461,4.9962
4611,0.4611,5.0095
4612,0.4612,5.0052
4613,0.4613,4.9951
4614,0.4614,4.9994
4615,0.4615,4.9912
4616,0.4616,5.0095
4617,0.4617,5.0128
4618,0.4618,4.9989
4619,0.4619,5.027
4620,0.462,4.9757
4621,0.4621,4.9953
4622,0.4622,5.0245
4623,0.4623,4.9925
4624,0.4624,4.9747
4625,0.4625,5.0198
4626,0.4626,5.007
4627,0.4627,4.9808
4628,0.4628,5.0104
4629,0.4629,4.9834
4630,0.463,4.9787
4631,0.4631,4.9965
4632,0.4632,4.9916
4633,0.4633,4.9823
4634,0.4634,4.9933
4635,0.4635,4.9837
4636,0.4636,4.9997
4637,0.4637,4.9985
4638,0.4638,5.01
4639,0.4639,4.992
4640,0.464,4.9788
4641,0.4641,4.979
4642,0.4642,4.9951
4643,0.4643,5.0219
4644,0.4644,5.0116
4645,0.4645,4.9892
4646,0.4646,5.013
4647,0.4647,4.9814
4648,0.4648,5.0141
4649,0.4649,4.9931
4650,0.465,5.0104
4651,0.4651,5.0082
4652,0.4652,4.9947
4653,0.4653,5.0038
4654,0.4654,4.9828
4655,0.4655,4.9977
4656,0.4656,5.0151
4657,0.4657,5.0605
4658,0.4658,5.0094
4659,0.4659,5.0002
4660,0.466,4.9836
4661,0.4661,5.0148
4662,0.4662,4.9739
4663,0.4663,4.9868
4664,0.4664,5.0042
4665,0.4665,4.9807
4666,0.4666,5.022
4667,0.4667,5.0153
4668,0.4668,4.9903
4669,0.4669,4.9905
4670,0.467,4.979
4671,0.4671,4.9778
4672,0.4672,5.0055
4673,0.4673,5.0083
4674,0.4674,5.0042
4675,0.4675,5.0029
4676,0.4676,4.9904
4677,0.4677,5.0043
4678,0.4678,4.9767
4679,0.4679,4.999
4680,0.468,5.0211
4681,0.4681,5.0188
4682,0.4682,4.9919
4683,0.4683,4.9939
4684,0.4684,5.0196
4685,0.4685,5.0258
4686,0.4686,4.9764
4687,0.4687,4.9925
4688,0.4688,5.0024
4689,0.4689,5.0172
4690,0.469,4.9863
4691,0.4691,5.0086
4692,0.4692,4.9944
4693,0.4693,5.0347
4694,0.4694,5.0054
4695,0.4695,4.9969
4696,0.4696,4.9939
4697,0.4697,5.0148
